duration,src_bytes,dst_bytes,packet_count,protocol,failed_logins,attack_type
27,402,496,40,UDP,8,BruteForce
1,394,25,106,UDP,0,PortScan
21,582,425,32,UDP,5,BruteForce
2,7641,433,600,TCP,0,DDoS
9,389,54,96,TCP,0,PortScan
24,773,111,100,UDP,9,BruteForce
29,1262,1293,48,TCP,0,Normal
1,371,158,58,UDP,0,PortScan
1,5061,167,414,TCP,0,DDoS
4,8729,55,311,TCP,0,DDoS
7,1911,494,10,UDP,0,Normal
20,108,89,80,UDP,5,BruteForce
29,945,362,38,UDP,10,BruteForce
1,9529,126,520,TCP,0,DDoS
13,457,186,49,UDP,4,BruteForce
33,854,380,60,UDP,5,BruteForce
1,8563,405,909,TCP,0,DDoS
2,70,107,214,TCP,0,PortScan
38,415,249,21,UDP,5,BruteForce
6,427,45,53,TCP,0,PortScan
5,7226,150,498,TCP,0,DDoS
19,996,1915,30,UDP,0,Normal
24,2356,1500,17,TCP,0,Normal
3,4120,461,202,TCP,0,DDoS
18,822,215,85,UDP,7,BruteForce
1,3078,408,257,TCP,0,DDoS
3,7421,155,804,TCP,0,DDoS
7,365,152,204,TCP,0,PortScan
48,915,391,39,UDP,0,Normal
4,360,74,240,UDP,0,PortScan
54,1891,254,20,UDP,0,Normal
11,206,404,26,UDP,9,BruteForce
36,502,227,78,UDP,7,BruteForce
37,397,386,97,UDP,5,BruteForce
1,7463,116,648,TCP,0,DDoS
24,1325,136,36,UDP,0,Normal
7,328,70,55,TCP,0,PortScan
5,6633,448,144,TCP,0,DDoS
3,5897,413,834,TCP,0,DDoS
8,153,176,56,TCP,0,PortScan
46,2600,734,38,TCP,0,Normal
7,292,99,254,UDP,0,PortScan
2,6136,88,959,TCP,0,DDoS
29,599,404,25,TCP,0,Normal
5,9825,467,420,TCP,0,DDoS
30,131,499,41,UDP,4,BruteForce
3,175,128,174,TCP,0,PortScan
4,6672,306,111,TCP,0,DDoS
34,881,482,81,UDP,7,BruteForce
21,2436,1964,31,UDP,0,Normal
4,5405,487,688,TCP,0,DDoS
29,466,211,78,UDP,9,BruteForce
7,465,87,239,TCP,0,PortScan
30,768,362,49,UDP,7,BruteForce
5,4592,138,121,TCP,0,DDoS
29,282,232,10,UDP,3,BruteForce
10,726,230,6,TCP,0,Normal
4,4426,200,652,TCP,0,DDoS
5,1340,304,25,UDP,0,Normal
21,2881,632,20,TCP,0,Normal
24,542,131,78,UDP,4,BruteForce
2,196,37,130,UDP,0,PortScan
1,9539,466,917,TCP,0,DDoS
5,8420,104,420,TCP,0,DDoS
5,8021,153,579,TCP,0,DDoS
27,1397,1008,44,TCP,0,Normal
3,3627,378,206,TCP,0,DDoS
5,5809,380,719,TCP,0,DDoS
4,437,179,139,UDP,0,PortScan
29,737,72,19,UDP,8,BruteForce
3,5462,351,227,TCP,0,DDoS
7,265,119,237,UDP,0,PortScan
1,208,74,240,UDP,0,PortScan
19,104,64,94,UDP,8,BruteForce
4,198,55,283,TCP,0,PortScan
18,322,214,98,UDP,9,BruteForce
26,575,387,48,UDP,7,BruteForce
2,9571,122,764,TCP,0,DDoS
4,6439,442,608,TCP,0,DDoS
24,918,299,81,UDP,3,BruteForce
32,110,350,55,UDP,3,BruteForce
21,930,70,39,UDP,10,BruteForce
5,2546,1116,16,UDP,0,Normal
3,8363,152,327,TCP,0,DDoS
22,718,81,86,UDP,10,BruteForce
13,1519,1981,18,UDP,0,Normal
1,462,168,107,TCP,0,PortScan
3,4586,292,626,TCP,0,DDoS
1,8419,410,615,TCP,0,DDoS
46,319,406,24,TCP,0,Normal
22,972,61,50,UDP,8,BruteForce
3,9230,240,617,TCP,0,DDoS
32,1261,1009,40,UDP,0,Normal
2,9947,439,706,TCP,0,DDoS
34,420,85,97,UDP,10,BruteForce
17,839,456,86,UDP,8,BruteForce
30,483,479,70,UDP,7,BruteForce
10,152,199,95,TCP,0,PortScan
5,4990,280,944,TCP,0,DDoS
2,9004,445,481,TCP,0,DDoS
42,2339,1976,42,UDP,0,Normal
4,396,87,183,UDP,0,PortScan
1,340,142,220,TCP,0,PortScan
1,6097,500,417,TCP,0,DDoS
15,164,132,37,UDP,10,BruteForce
3,67,56,265,UDP,0,PortScan
3,8695,55,406,TCP,0,DDoS
1,6311,111,628,TCP,0,DDoS
4,8630,448,446,TCP,0,DDoS
19,1066,705,31,UDP,0,Normal
5,7702,144,743,TCP,0,DDoS
1,6641,244,158,TCP,0,DDoS
31,868,245,53,UDP,9,BruteForce
23,554,170,10,UDP,5,BruteForce
32,669,274,12,UDP,4,BruteForce
47,384,1847,43,TCP,0,Normal
39,523,102,72,UDP,9,BruteForce
38,171,309,35,UDP,5,BruteForce
25,848,265,97,UDP,3,BruteForce
20,376,192,13,UDP,0,Normal
23,103,459,54,UDP,4,BruteForce
5,329,132,92,UDP,0,PortScan
2,228,26,190,UDP,0,PortScan
8,406,135,211,UDP,0,PortScan
10,68,137,119,TCP,0,PortScan
4,317,171,213,TCP,0,PortScan
3,7283,405,998,TCP,0,DDoS
30,963,50,12,UDP,3,BruteForce
28,779,348,88,UDP,5,BruteForce
13,782,183,17,UDP,8,BruteForce
40,1942,178,49,UDP,0,Normal
3,5084,490,838,TCP,0,DDoS
6,445,164,246,UDP,0,PortScan
39,695,294,44,UDP,4,BruteForce
4,133,109,138,UDP,0,PortScan
21,238,144,63,UDP,9,BruteForce
19,490,128,34,UDP,9,BruteForce
6,477,187,158,TCP,0,PortScan
30,997,331,50,UDP,6,BruteForce
39,1813,1717,23,TCP,0,Normal
1,6406,286,801,TCP,0,DDoS
28,519,232,64,UDP,10,BruteForce
60,471,124,39,TCP,0,Normal
36,2665,1517,15,TCP,0,Normal
7,428,138,127,UDP,0,PortScan
27,905,323,36,UDP,9,BruteForce
5,284,75,95,UDP,0,PortScan
60,2162,1226,9,UDP,0,Normal
8,2593,666,15,TCP,0,Normal
6,2035,734,10,TCP,0,Normal
3,4476,75,543,TCP,0,DDoS
4,193,59,120,TCP,0,PortScan
5,475,124,51,UDP,0,PortScan
5,3833,261,587,TCP,0,DDoS
18,2015,1758,24,TCP,0,Normal
27,577,127,16,UDP,3,BruteForce
5,7800,498,925,TCP,0,DDoS
51,2159,368,6,UDP,0,Normal
4,390,32,71,UDP,0,PortScan
5,182,116,70,TCP,0,PortScan
13,277,483,85,UDP,7,BruteForce
35,466,407,10,UDP,10,BruteForce
10,211,71,290,TCP,0,PortScan
60,1565,1597,38,UDP,0,Normal
44,1848,1656,39,UDP,0,Normal
34,468,85,66,UDP,7,BruteForce
18,2088,842,39,TCP,0,Normal
1,7496,418,573,TCP,0,DDoS
13,2217,1935,15,UDP,0,Normal
10,305,142,85,UDP,5,BruteForce
1,7790,467,360,TCP,0,DDoS
25,913,459,25,UDP,7,BruteForce
10,53,57,196,UDP,0,PortScan
27,836,1407,24,UDP,0,Normal
8,173,70,270,UDP,0,PortScan
19,996,246,93,UDP,3,BruteForce
11,426,99,26,UDP,9,BruteForce
7,2393,1644,13,UDP,0,Normal
17,391,320,41,TCP,0,Normal
3,9554,175,806,TCP,0,DDoS
9,287,194,129,TCP,0,PortScan
27,326,461,34,UDP,7,BruteForce
24,630,225,95,UDP,3,BruteForce
22,325,429,98,UDP,5,BruteForce
20,522,232,88,UDP,7,BruteForce
4,7408,340,326,TCP,0,DDoS
37,2093,1789,43,TCP,0,Normal
31,2013,634,43,TCP,0,Normal
35,534,352,95,UDP,8,BruteForce
4,7484,363,817,TCP,0,DDoS
36,831,291,43,UDP,10,BruteForce
39,770,85,96,UDP,10,BruteForce
3,9299,318,327,TCP,0,DDoS
8,434,125,169,UDP,0,PortScan
51,329,1697,33,TCP,0,Normal
18,990,218,64,UDP,8,BruteForce
11,2049,914,30,UDP,0,Normal
6,424,132,204,UDP,0,PortScan
2,7727,176,227,TCP,0,DDoS
1,4646,236,121,TCP,0,DDoS
1,4748,349,643,TCP,0,DDoS
18,2635,1172,35,UDP,0,Normal
5,8249,363,432,TCP,0,DDoS
5,1461,1412,9,TCP,0,Normal
27,2509,590,9,UDP,0,Normal
19,151,120,46,UDP,10,BruteForce
32,693,366,66,UDP,5,BruteForce
3,7872,188,363,TCP,0,DDoS
6,138,176,229,UDP,0,PortScan
36,999,393,91,UDP,5,BruteForce
25,241,110,75,UDP,10,BruteForce
8,2249,1998,31,TCP,0,Normal
4,4595,213,271,TCP,0,DDoS
40,2823,991,5,TCP,0,Normal
19,992,315,89,UDP,4,BruteForce
35,401,143,11,UDP,10,BruteForce
3,5555,344,432,TCP,0,DDoS
13,205,417,71,UDP,9,BruteForce
17,297,305,44,UDP,8,BruteForce
2,6354,68,936,TCP,0,DDoS
9,368,114,81,UDP,0,PortScan
25,1023,1658,40,UDP,0,Normal
1,424,36,117,TCP,0,PortScan
18,828,353,69,UDP,6,BruteForce
35,143,373,96,UDP,7,BruteForce
5,124,20,290,UDP,0,PortScan
2,4032,194,288,TCP,0,DDoS
3,478,171,134,TCP,0,PortScan
19,364,299,47,UDP,8,BruteForce
49,2237,857,18,UDP,0,Normal
3,8603,207,590,TCP,0,DDoS
19,2711,1375,16,TCP,0,Normal
3,420,131,90,UDP,0,PortScan
1,358,51,171,UDP,0,PortScan
1,7056,470,236,TCP,0,DDoS
4,6173,434,204,TCP,0,DDoS
17,287,1077,24,UDP,0,Normal
11,644,215,41,UDP,4,BruteForce
16,362,271,36,UDP,3,BruteForce
18,373,486,36,UDP,4,BruteForce
4,492,194,52,TCP,0,PortScan
55,2012,376,36,TCP,0,Normal
23,391,523,40,TCP,0,Normal
22,336,83,15,UDP,5,BruteForce
9,229,43,152,UDP,0,PortScan
3,399,73,209,TCP,0,PortScan
3,8264,478,260,TCP,0,DDoS
10,992,470,65,UDP,9,BruteForce
3,8564,57,815,TCP,0,DDoS
38,1858,1224,15,TCP,0,Normal
38,201,473,87,UDP,7,BruteForce
11,184,886,42,TCP,0,Normal
21,101,238,68,UDP,3,BruteForce
36,296,170,74,UDP,5,BruteForce
37,662,205,22,UDP,5,BruteForce
2,6394,456,150,TCP,0,DDoS
37,807,161,17,UDP,8,BruteForce
1,5978,172,836,TCP,0,DDoS
33,947,188,84,UDP,10,BruteForce
23,521,211,73,UDP,6,BruteForce
49,1065,506,38,UDP,0,Normal
1,319,115,188,TCP,0,PortScan
4,5764,104,827,TCP,0,DDoS
7,380,127,93,UDP,0,PortScan
55,1283,1651,28,UDP,0,Normal
4,3300,161,837,TCP,0,DDoS
21,974,455,95,UDP,7,BruteForce
3,7064,406,592,TCP,0,DDoS
25,2056,499,12,TCP,0,Normal
3,244,36,287,TCP,0,PortScan
56,521,660,41,TCP,0,Normal
17,656,1409,41,TCP,0,Normal
2,340,23,248,TCP,0,PortScan
24,597,304,14,UDP,6,BruteForce
5,4603,300,160,TCP,0,DDoS
23,1799,725,41,TCP,0,Normal
10,476,167,133,TCP,0,PortScan
25,1498,1616,38,TCP,0,Normal
15,736,463,31,UDP,4,BruteForce
5,3359,83,694,TCP,0,DDoS
16,2412,331,39,TCP,0,Normal
4,5125,392,383,TCP,0,DDoS
8,62,155,74,TCP,0,PortScan
3,316,135,188,UDP,0,PortScan
41,1549,1398,46,UDP,0,Normal
12,772,163,49,UDP,3,BruteForce
5,5276,82,256,TCP,0,DDoS
23,781,202,38,UDP,8,BruteForce
51,1207,465,24,TCP,0,Normal
4,436,72,253,TCP,0,PortScan
11,675,331,92,UDP,4,BruteForce
29,395,462,56,UDP,10,BruteForce
2,135,193,265,TCP,0,PortScan
4,472,160,201,TCP,0,PortScan
16,2854,827,49,UDP,0,Normal
23,767,417,31,UDP,3,BruteForce
56,1942,229,25,UDP,0,Normal
3,4796,156,267,TCP,0,DDoS
21,452,91,34,UDP,6,BruteForce
9,131,117,62,TCP,0,PortScan
4,9572,299,612,TCP,0,DDoS
32,399,472,46,UDP,10,BruteForce
8,2819,1479,13,UDP,0,Normal
4,4897,410,645,TCP,0,DDoS
29,1654,867,13,UDP,0,Normal
2,215,141,126,UDP,0,PortScan
31,266,229,21,UDP,10,BruteForce
16,472,114,90,UDP,8,BruteForce
31,2385,385,7,TCP,0,Normal
3,6599,390,838,TCP,0,DDoS
7,372,49,220,UDP,0,PortScan
16,1916,1660,7,TCP,0,Normal
42,2203,1081,35,TCP,0,Normal
9,708,1952,35,TCP,0,Normal
36,1229,184,20,TCP,0,Normal
10,55,166,149,TCP,0,PortScan
35,978,147,83,UDP,3,BruteForce
33,312,50,45,UDP,8,BruteForce
2,7560,351,695,TCP,0,DDoS
1,6143,61,570,TCP,0,DDoS
6,428,122,185,UDP,0,PortScan
18,492,214,17,UDP,10,BruteForce
5,482,193,90,UDP,0,PortScan
5,6791,329,485,TCP,0,DDoS
3,78,171,177,TCP,0,PortScan
5,4838,151,282,TCP,0,DDoS
6,248,152,65,TCP,0,PortScan
2,7853,433,603,TCP,0,DDoS
8,316,153,171,UDP,0,PortScan
10,576,245,13,UDP,6,BruteForce
43,792,539,6,TCP,0,Normal
8,429,108,283,TCP,0,PortScan
14,947,390,16,UDP,6,BruteForce
10,428,93,160,TCP,0,PortScan
5,152,83,224,TCP,0,PortScan
59,2240,384,32,UDP,0,Normal
33,1801,1960,22,TCP,0,Normal
24,725,213,90,UDP,4,BruteForce
5,8474,267,795,TCP,0,DDoS
39,365,498,28,UDP,4,BruteForce
1,238,113,127,TCP,0,PortScan
30,993,474,92,UDP,3,BruteForce
12,1349,1712,41,UDP,0,Normal
2,8595,110,788,TCP,0,DDoS
36,716,150,60,UDP,9,BruteForce
6,449,182,75,TCP,0,PortScan
56,2326,1149,14,TCP,0,Normal
25,363,1276,44,TCP,0,Normal
10,112,157,157,UDP,0,PortScan
57,712,533,30,TCP,0,Normal
59,441,315,33,TCP,0,Normal
9,184,48,88,TCP,0,PortScan
3,3391,459,638,TCP,0,DDoS
4,113,156,266,TCP,0,PortScan
36,895,358,58,UDP,10,BruteForce
30,209,489,82,UDP,5,BruteForce
4,8859,283,796,TCP,0,DDoS
20,284,454,68,UDP,10,BruteForce
3,3406,270,534,TCP,0,DDoS
11,614,415,100,UDP,9,BruteForce
16,320,326,49,UDP,4,BruteForce
8,211,109,234,UDP,0,PortScan
5,8159,154,565,TCP,0,DDoS
3,149,59,181,UDP,0,PortScan
6,2966,1360,30,UDP,0,Normal
35,153,491,31,UDP,9,BruteForce
4,9293,486,436,TCP,0,DDoS
22,864,203,11,UDP,3,BruteForce
4,8497,127,319,TCP,0,DDoS
56,2905,460,21,TCP,0,Normal
3,5341,211,990,TCP,0,DDoS
4,5941,400,481,TCP,0,DDoS
4,59,85,162,TCP,0,PortScan
7,465,185,273,UDP,0,PortScan
9,189,66,187,TCP,0,PortScan
3,3546,309,178,TCP,0,DDoS
4,7270,442,517,TCP,0,DDoS
5,3462,480,560,TCP,0,DDoS
32,835,263,64,UDP,8,BruteForce
4,9686,356,486,TCP,0,DDoS
3,414,123,227,UDP,0,PortScan
23,824,498,44,UDP,4,BruteForce
2,8920,270,215,TCP,0,DDoS
22,563,318,20,UDP,8,BruteForce
1,400,112,129,UDP,0,PortScan
9,115,166,285,UDP,0,PortScan
8,433,135,59,TCP,0,PortScan
10,373,443,49,UDP,9,BruteForce
20,801,219,70,UDP,7,BruteForce
10,214,40,104,TCP,0,PortScan
24,270,857,5,UDP,0,Normal
9,156,23,286,TCP,0,PortScan
1,135,184,87,UDP,0,PortScan
9,213,85,287,UDP,0,PortScan
4,490,34,191,UDP,0,PortScan
5,7572,330,984,TCP,0,DDoS
1,8155,234,615,TCP,0,DDoS
9,62,154,214,UDP,0,PortScan
23,590,224,68,UDP,5,BruteForce
2,7773,282,247,TCP,0,DDoS
1,4793,75,469,TCP,0,DDoS
3,7372,283,199,TCP,0,DDoS
4,6380,328,905,TCP,0,DDoS
3,8981,315,462,TCP,0,DDoS
5,4128,334,368,TCP,0,DDoS
35,585,436,91,UDP,8,BruteForce
17,842,82,59,UDP,7,BruteForce
42,755,871,15,TCP,0,Normal
8,2779,922,28,TCP,0,Normal
3,5784,267,968,TCP,0,DDoS
8,123,199,247,TCP,0,PortScan
9,133,38,69,UDP,0,PortScan
1,497,48,72,TCP,0,PortScan
5,6372,418,259,TCP,0,DDoS
30,952,279,25,UDP,6,BruteForce
33,182,263,19,UDP,9,BruteForce
9,285,156,197,UDP,0,PortScan
5,5613,52,977,TCP,0,DDoS
1,487,195,193,TCP,0,PortScan
7,148,189,88,TCP,0,PortScan
14,700,300,50,UDP,6,BruteForce
14,912,1971,19,TCP,0,Normal
1,3729,374,932,TCP,0,DDoS
21,1869,470,40,UDP,0,Normal
5,9683,246,105,TCP,0,DDoS
32,123,337,22,UDP,8,BruteForce
30,171,50,55,UDP,10,BruteForce
1,6946,143,450,TCP,0,DDoS
5,3134,73,923,TCP,0,DDoS
10,240,92,109,UDP,0,PortScan
3,4162,449,218,TCP,0,DDoS
4,8732,345,642,TCP,0,DDoS
38,128,1470,14,TCP,0,Normal
3,202,25,264,UDP,0,PortScan
1,487,85,88,TCP,0,PortScan
33,646,88,65,UDP,3,BruteForce
37,316,85,58,UDP,9,BruteForce
35,2909,1928,24,TCP,0,Normal
21,318,390,19,UDP,5,BruteForce
59,2225,1611,50,TCP,0,Normal
10,163,51,91,TCP,0,PortScan
35,872,242,78,UDP,3,BruteForce
27,195,178,68,UDP,3,BruteForce
4,219,59,257,UDP,0,PortScan
25,543,312,53,UDP,4,BruteForce
2,7196,313,603,TCP,0,DDoS
24,838,84,32,UDP,6,BruteForce
8,331,49,118,UDP,0,PortScan
36,2762,900,43,TCP,0,Normal
2,59,115,194,TCP,0,PortScan
20,725,601,29,TCP,0,Normal
2,93,172,152,TCP,0,PortScan
3,3095,177,141,TCP,0,DDoS
2,5739,469,630,TCP,0,DDoS
9,105,87,81,UDP,0,PortScan
2,5615,70,756,TCP,0,DDoS
21,904,395,17,UDP,10,BruteForce
1,5763,390,655,TCP,0,DDoS
58,199,143,38,UDP,0,Normal
4,7276,292,166,TCP,0,DDoS
2,347,129,201,UDP,0,PortScan
28,1250,1778,48,UDP,0,Normal
14,299,252,30,UDP,4,BruteForce
57,1918,1314,49,TCP,0,Normal
15,339,395,22,UDP,7,BruteForce
6,460,55,113,UDP,0,PortScan
3,6989,249,376,TCP,0,DDoS
40,373,183,22,UDP,8,BruteForce
32,2736,1354,42,UDP,0,Normal
37,949,217,57,UDP,3,BruteForce
5,6554,484,540,TCP,0,DDoS
16,1120,1821,7,TCP,0,Normal
4,3993,227,672,TCP,0,DDoS
40,134,339,76,UDP,8,BruteForce
4,3398,395,222,TCP,0,DDoS
8,59,198,198,TCP,0,PortScan
7,290,51,121,UDP,0,PortScan
45,2683,1820,23,TCP,0,Normal
1,306,64,156,UDP,0,PortScan
10,142,104,68,TCP,0,PortScan
55,2506,155,50,UDP,0,Normal
37,991,128,85,UDP,6,BruteForce
5,3818,416,818,TCP,0,DDoS
4,305,143,71,TCP,0,PortScan
18,622,390,85,UDP,6,BruteForce
7,488,136,60,TCP,0,PortScan
3,249,137,278,TCP,0,PortScan
43,532,1552,48,TCP,0,Normal
11,426,78,48,UDP,8,BruteForce
20,2146,467,39,UDP,0,Normal
31,658,436,90,UDP,8,BruteForce
37,2083,1820,19,TCP,0,Normal
18,1399,1443,28,UDP,0,Normal
16,611,777,50,UDP,0,Normal
29,1450,752,33,TCP,0,Normal
58,2771,849,47,UDP,0,Normal
32,1870,1487,10,UDP,0,Normal
9,444,76,285,UDP,0,PortScan
26,226,188,67,UDP,4,BruteForce
28,835,155,75,UDP,4,BruteForce
1,155,53,245,TCP,0,PortScan
7,218,146,53,TCP,0,PortScan
5,243,184,206,TCP,0,PortScan
5,6397,88,833,TCP,0,DDoS
19,792,157,61,UDP,10,BruteForce
27,481,114,43,UDP,9,BruteForce
1,257,37,63,TCP,0,PortScan
2,7163,360,440,TCP,0,DDoS
35,1066,1210,33,TCP,0,Normal
17,786,438,42,TCP,0,Normal
5,53,197,234,TCP,0,PortScan
7,277,138,176,TCP,0,PortScan
38,596,376,97,UDP,5,BruteForce
43,1435,984,17,TCP,0,Normal
36,607,216,69,UDP,9,BruteForce
32,2061,169,50,TCP,0,Normal
42,2007,913,12,TCP,0,Normal
10,230,31,125,UDP,0,PortScan
3,5573,95,801,TCP,0,DDoS
12,603,341,59,UDP,5,BruteForce
59,2460,471,13,TCP,0,Normal
1,7049,192,417,TCP,0,DDoS
1,7928,104,661,TCP,0,DDoS
5,8011,240,754,TCP,0,DDoS
58,1777,1152,45,UDP,0,Normal
49,2589,401,39,TCP,0,Normal
2,5646,273,525,TCP,0,DDoS
10,455,38,204,TCP,0,PortScan
18,1627,587,15,UDP,0,Normal
18,704,536,5,TCP,0,Normal
28,258,325,55,UDP,5,BruteForce
1,478,190,124,UDP,0,PortScan
38,942,344,16,UDP,5,BruteForce
48,1023,1727,18,UDP,0,Normal
19,111,328,71,UDP,8,BruteForce
5,4548,324,551,TCP,0,DDoS
28,2104,318,21,TCP,0,Normal
33,912,370,24,UDP,4,BruteForce
4,5560,156,241,TCP,0,DDoS
30,436,436,85,UDP,8,BruteForce
21,411,256,87,UDP,9,BruteForce
26,834,102,6,TCP,0,Normal
15,649,131,34,UDP,4,BruteForce
4,3028,285,984,TCP,0,DDoS
33,674,275,45,UDP,3,BruteForce
3,7615,170,315,TCP,0,DDoS
3,3703,115,339,TCP,0,DDoS
5,194,161,264,TCP,0,PortScan
4,8405,311,827,TCP,0,DDoS
1,9237,81,546,TCP,0,DDoS
35,206,281,5,TCP,0,Normal
33,148,94,33,UDP,8,BruteForce
7,83,116,53,TCP,0,PortScan
20,1254,1184,27,TCP,0,Normal
8,349,57,130,TCP,0,PortScan
4,3194,141,238,TCP,0,DDoS
38,259,486,13,UDP,3,BruteForce
38,968,1038,45,UDP,0,Normal
9,211,171,155,TCP,0,PortScan
2,425,108,67,TCP,0,PortScan
33,840,1657,18,TCP,0,Normal
2,344,188,236,UDP,0,PortScan
4,4410,458,328,TCP,0,DDoS
15,668,205,31,UDP,4,BruteForce
5,6015,120,601,TCP,0,DDoS
3,7251,393,265,TCP,0,DDoS
36,858,378,11,UDP,6,BruteForce
36,539,486,11,UDP,3,BruteForce
50,134,1124,33,UDP,0,Normal
9,305,80,177,UDP,0,PortScan
17,1315,1393,19,UDP,0,Normal
28,1418,1870,13,TCP,0,Normal
12,999,329,100,UDP,10,BruteForce
57,2140,1161,27,TCP,0,Normal
7,216,66,129,TCP,0,PortScan
3,3125,260,589,TCP,0,DDoS
36,364,139,64,UDP,7,BruteForce
24,425,269,66,UDP,8,BruteForce
39,453,255,92,UDP,8,BruteForce
10,460,104,159,UDP,0,PortScan
5,362,108,248,TCP,0,PortScan
2,356,184,263,UDP,0,PortScan
5,3210,196,713,TCP,0,DDoS
18,1401,1998,31,TCP,0,Normal
25,128,303,53,UDP,10,BruteForce
34,370,1505,21,UDP,0,Normal
4,475,47,214,TCP,0,PortScan
5,9098,456,836,TCP,0,DDoS
2,7388,354,171,TCP,0,DDoS
5,9327,157,172,TCP,0,DDoS
5,7960,184,706,TCP,0,DDoS
2,5953,439,731,TCP,0,DDoS
10,904,1694,17,UDP,0,Normal
22,1657,194,39,UDP,0,Normal
1,254,50,103,UDP,0,PortScan
29,1786,409,35,TCP,0,Normal
49,2261,690,23,TCP,0,Normal
59,2091,1990,21,TCP,0,Normal
12,550,457,29,TCP,0,Normal
34,673,482,9,UDP,0,Normal
8,465,82,252,TCP,0,PortScan
58,1555,1795,38,TCP,0,Normal
20,2231,1425,24,TCP,0,Normal
8,82,183,143,TCP,0,PortScan
1,6982,299,639,TCP,0,DDoS
1,8160,147,475,TCP,0,DDoS
51,1291,963,41,TCP,0,Normal
1,3305,361,456,TCP,0,DDoS
5,440,189,243,TCP,0,PortScan
4,5725,76,562,TCP,0,DDoS
4,4260,498,285,TCP,0,DDoS
3,289,56,156,UDP,0,PortScan
58,2536,1016,45,UDP,0,Normal
2,168,38,293,TCP,0,PortScan
3,430,101,250,UDP,0,PortScan
3,3808,400,128,TCP,0,DDoS
37,115,116,56,UDP,9,BruteForce
48,2302,352,41,UDP,0,Normal
7,176,85,101,TCP,0,PortScan
5,7392,287,243,TCP,0,DDoS
31,935,376,51,UDP,3,BruteForce
6,317,80,78,UDP,0,PortScan
8,364,163,300,UDP,0,PortScan
2,6100,363,404,TCP,0,DDoS
27,464,370,48,UDP,9,BruteForce
45,2930,153,13,TCP,0,Normal
14,851,361,90,UDP,10,BruteForce
33,467,414,87,UDP,10,BruteForce
32,560,338,69,UDP,7,BruteForce
5,4705,292,996,TCP,0,DDoS
40,639,75,76,UDP,8,BruteForce
33,1839,872,30,TCP,0,Normal
38,2856,358,15,TCP,0,Normal
24,980,102,16,UDP,4,BruteForce
53,439,1030,14,UDP,0,Normal
1,8759,235,415,TCP,0,DDoS
4,5894,465,701,TCP,0,DDoS
10,543,340,92,UDP,3,BruteForce
42,2474,1382,44,UDP,0,Normal
54,993,774,14,TCP,0,Normal
4,6042,308,904,TCP,0,DDoS
4,491,108,215,TCP,0,PortScan
3,497,111,121,TCP,0,PortScan
5,7644,270,284,TCP,0,DDoS
1,3701,402,264,TCP,0,DDoS
3,7161,90,590,TCP,0,DDoS
5,8620,219,394,TCP,0,DDoS
33,244,314,28,UDP,8,BruteForce
46,1006,1702,29,UDP,0,Normal
3,121,179,245,TCP,0,PortScan
9,423,144,150,TCP,0,PortScan
44,1808,1381,23,UDP,0,Normal
2,8975,85,190,TCP,0,DDoS
12,201,471,67,UDP,9,BruteForce
44,393,465,44,TCP,0,Normal
22,379,75,79,UDP,5,BruteForce
10,475,142,275,TCP,0,PortScan
7,398,72,99,UDP,0,PortScan
27,2338,1481,38,TCP,0,Normal
4,9959,171,749,TCP,0,DDoS
2,411,94,254,TCP,0,PortScan
5,4721,480,771,TCP,0,DDoS
2,7185,401,151,TCP,0,DDoS
3,9901,234,819,TCP,0,DDoS
4,9275,125,756,TCP,0,DDoS
8,390,80,165,UDP,0,PortScan
5,6696,493,503,TCP,0,DDoS
1,5785,88,133,TCP,0,DDoS
6,239,30,67,UDP,0,PortScan
2,266,45,154,UDP,0,PortScan
5,612,319,5,UDP,0,Normal
4,4393,328,514,TCP,0,DDoS
18,1258,886,15,TCP,0,Normal
2,243,58,280,TCP,0,PortScan
23,713,435,51,UDP,7,BruteForce
21,441,445,42,UDP,4,BruteForce
46,1609,922,6,UDP,0,Normal
10,357,120,112,TCP,0,PortScan
9,313,476,34,TCP,0,Normal
15,2344,598,7,TCP,0,Normal
38,164,88,27,UDP,8,BruteForce
2,4661,333,479,TCP,0,DDoS
2,4741,348,289,TCP,0,DDoS
17,878,59,38,UDP,5,BruteForce
10,483,53,162,TCP,0,PortScan
10,339,127,289,UDP,0,PortScan
13,768,226,22,UDP,4,BruteForce
36,528,79,34,UDP,4,BruteForce
28,2497,1067,29,TCP,0,Normal
1,4072,452,552,TCP,0,DDoS
10,485,91,44,UDP,10,BruteForce
28,2568,174,11,UDP,0,Normal
3,7494,335,493,TCP,0,DDoS
1,3031,357,222,TCP,0,DDoS
1,176,101,288,TCP,0,PortScan
38,2922,1228,44,UDP,0,Normal
32,755,485,88,UDP,10,BruteForce
8,381,157,240,UDP,0,PortScan
30,658,100,45,UDP,0,Normal
28,412,376,86,UDP,7,BruteForce
21,605,237,57,UDP,6,BruteForce
9,292,116,187,TCP,0,PortScan
42,2926,1580,37,UDP,0,Normal
9,494,25,108,UDP,0,PortScan
30,1960,1511,5,TCP,0,Normal
10,50,94,86,UDP,0,PortScan
10,239,398,61,UDP,9,BruteForce
26,1983,1262,18,TCP,0,Normal
44,595,226,6,UDP,0,Normal
31,2216,1583,42,TCP,0,Normal
4,3009,299,800,TCP,0,DDoS
2,6454,343,977,TCP,0,DDoS
7,151,200,154,TCP,0,PortScan
